isbn,title,author,year
1608190463,The Scar of David,Susan Abulhawa,2006
439244196,Holes,"Louis Sachar, Louis Sachar",1998
159038783X,The Candy Shop War,Brandon Mull,2007
385341326,My Best Friend's Girl,Dorothy Koomson,2006
553269224,Rilla of Ingleside,L.M. Montgomery,1921
061808360X,Gorillas in the Mist,Dian Fossey,1983
044900063X,H is for Homicide,Sue Grafton,1991
525425888,Everything Leads to You,Nina LaCour,2014
1476717710,The Troop,Nick Cutter,2014
1250029880,Styxx,Sherrilyn Kenyon,2013
786939532,Homeland,R.A. Salvatore,1990
812966007,Theodore Rex,Edmund Morris,2001
425217299,An Ice Cold Grave,Charlaine Harris,2007
425197220,Hidden Riches,Nora Roberts,1994
547959109,The Testing,Joelle Charbonneau,2013
425214591,Darkfall,Dean Koontz,1984
446616427,Kitty Goes to Washington,Carrie Vaughn,2006
345507460,Welcome to the Jungle,Jim Butcher,2008
886774632,By the Sword,Mercedes Lackey,1991
307959856,Death Comes to Pemberley,P.D. James,2012
1439164681,Love Anthony,Lisa Genova,2012
374104107,Authority ,Jeff VanderMeer,2014
316013315,The Beatles: The Biography,Bob Spitz,2005
684856476,The Rum Diary,Hunter S. Thompson,1998
61284408,Stargazer,Claudia Gray,2009
747236380,Twilight,"Leigh Nichols, Dean Koontz",1984
375806814,Where the Red Fern Grows,Wilson Rawls,1961
425203867,R is for Ricochet,Sue Grafton,2004
030727103X,The Buried Giant,Kazuo Ishiguro,2015
1595141758,Frostbite,Richelle Mead,2008
1442426675,Finale,Becca Fitzpatrick,2012
316129070,Abaddon's Gate,James S.A. Corey,2013
345299116,The Midwich Cuckoos,John Wyndham,1957
044022912X,The Cay,Theodore Taylor,1969
143036939,The City of Falling Angels,John Berendt,2005
439846838,The Stonekeeper's Curse,Kazu Kibuishi,2009
345539826,Golden Son,Pierce Brown,2015
039925692X,Out of the Easy,Ruta Sepetys,2013
140050930,The Earthsea Trilogy,Ursula K. Le Guin,1975
375414495,Cutting for Stone,Abraham Verghese,2009
808553038,The Egypt Game,Zilpha Keatley Snyder,1967
803741715,The Book with No Pictures,B.J. Novak,2014
1416524797,Angels & Demons ,Dan Brown,2000
141383356,Airman,Eoin Colfer,2007
1416548009,Memorial Day,Vince Flynn,2004
1400033411,Beloved,Toni Morrison,1987
316243914,Burial Rites,Hannah Kent,2013
778322955,A Good Yarn,Debbie Macomber,2005
143035088,In This Mountain (Mitford),Jan Karon,2002
553278746,The Postman,David Brin,1985
356500152,The Girl with All the Gifts,M.R. Carey,2014
312577222,The Nightingale,Kristin Hannah,2015
1416953558,Perfect You,Elizabeth Scott,2008
749908904,Salvation in Death,J.D. Robb,2008
99436922,Glue,Irvine Welsh,2001
743217187,Cuentos de Eva Luna,Isabel Allende,1988
055255264X,A Hat Full of Sky,Terry Pratchett,2004
140273344,The Eagle Has Landed,Jack Higgins,1975
140294295,Sharpe's Rifles,Bernard Cornwell,1988
1416527265,The Little Lady Agency,Hester Browne,2005
399244557,The Burning Bridge,John Flanagan,2005
451223292,The Mist,Stephen King,1980
312997140,The Prodigal Daughter,Jeffrey Archer,1982
8129135728,Half Girlfriend,Chetan Bhagat,2014
385738935,Fallen,Lauren Kate,2009
61142026,Stardust,Neil Gaiman,1999
758272812,Storm,Brigid Kemmerer,2012
031624290X,The Three,Sarah Lotz,2014
60921145,Animal Dreams,Barbara Kingsolver,1990
1596431520,American Born Chinese,Gene Luen Yang,2006
316069434,The Black Box,Michael Connelly,2012
671875965,The Short Victorious War,David Weber,1994
345528921,The Inn At Rose Harbor,Debbie Macomber,2012
593046358,The Crippled God,Steven Erikson,2011
812967127,The Day of the Triffids,John Wyndham,1951
61985848,Paranormalcy,Kiersten White,2010
1585424331,Think and Grow Rich,Napoleon Hill,1937
765301075,The Forge of God,Greg Bear,1987
1455599735,Uganda Be Kidding Me,Chelsea Handler,2014
765326361,Words of Radiance,Brandon Sanderson,2014
1250011914,Whispers at Moonrise ,C.C. Hunter,2012
316098795,The Rook,Daniel O'Malley,2012
60590165,Lirael,Garth Nix,2001
61147958,Horns,Joe Hill,2009
1619630656,Heir of Fire,Sarah J. Maas,2014
441018521,Magic Bleeds,Ilona Andrews,2010
7201095,Ya-Yas in Bloom,Rebecca Wells,2005
2290032042,Rama II,"Arthur C. Clarke, Gentry Lee",1989
441014348,Cursor's Fury,Jim Butcher,2006
451456718,Daughter of the Blood,Anne Bishop,1998
441014739,Blood Bound,Patricia Briggs,2007
340796170,Five Run Away Together,Enid Blyton,1944
618640150,The Lord of the Rings,J.R.R. Tolkien,1955
689849230,The First Part Last,Angela Johnson,2003
446522597,The Winner,David Baldacci,1997
425152898,Mind Prey,John Sandford,1995
805080511,Taran Wanderer,Lloyd Alexander,1967
62248162,The Prince,Kiera Cass,2013
316012335,Lord Loss,Darren Shan,2005
184756190X,A Girl Like You,Gemma Burgess,2011
545132053,Smile,Raina Telgemeier,2009
60096152,Princess in Training,Meg Cabot,2006
1442402326,Rot & Ruin,Jonathan Maberry,2010
8756787650,Flaskepost fra P,Jussi Adler-Olsen,2009
425193829,Fudge-a-Mania,Judy Blume,1990
373210027,Intertwined,Gena Showalter,2009
140285601,Cat's Cradle,Kurt Vonnegut Jr.,1963
345334310,The Ship Who Sang,Anne McCaffrey,1969
525426035,Grasshopper Jungle,Andrew  Smith,2014
374280967,The Uncommon Reader ,Alan Bennett,2007
61869724,Never Have I Ever ,Sara Shepard,2011
399218858,The Very Quiet Cricket,Eric Carle,1990
803731531,The Looking Glass Wars,Frank Beddor,2004
61043583,Unnatural Death,Dorothy L. Sayers,1927
380800829,The Duke and I,Julia Quinn,2000
439568331,The Haunted Mask,R.L. Stine,1993
62295896,Girl in a Band,Kim Gordon,2015
451462564,Turn Coat,Jim Butcher,2009
385491050,Surfacing,Margaret Atwood,1972
375703845,Glamorama,Bret Easton Ellis,1998
525953183,Influx,Daniel Suarez,2014
60835273,The Beet Queen,Louise Erdrich,1985
038077352X,Dreaming of You ,Lisa Kleypas,1994
451225856,"Lover Enshrined, part two",J.R. Ward,2009
1400069289,The Power of Habit,Charles Duhigg,2011
446400157,A Morbid Taste for Bones,Ellis Peters,1977
345505492,The Emperor's Tomb,Steve Berry,2010
380815923,Blackberry Wine,Joanne Harris,1999
345915623,A Son of the Circus,John Irving,1994
765329581,Article 5,Kristen Simmons,2012
62311077,Natchez Burning,Greg Iles,2014
345447867,The Apprentice,Tess Gerritsen,2002
525950608,Hold Tight,Harlan Coben,2008
1590171993,Stoner,"John  Williams, John McGahern",1965
6498868,The Mad Ship,Robin Hobb,1999
385341970,Broken,Karin Slaughter,2010
385340540,The Broker,John Grisham,2005
312656262,Halo,Alexandra Adornetto,2010
749932945,Envy,Sandra Brown,1999
812474945,The Bean Trees,Barbara Kingsolver,1988
1442445807,The Program,Suzanne Young,2013
1420925431,A Room with a View,E.M. Forster,1908
618346260,The Two Towers,J.R.R. Tolkien,1954
1478314605,Futures and Frosting,Tara Sivec,2012
446577898,The Inner Circle,Brad Meltzer,2011
425184226,The Sum of All Fears,Tom Clancy,1991
140297995,Austerlitz,"W.G. Sebald, Anthea Bell",2001
156097432X,Palestine,"Joe Sacco, Edward Said",1996
385534795,The Sandcastle Girls,Chris Bohjalian,2012
312861877,Xenocide,Orson Scott Card,1991
765340747,The Pillars of Creation,Terry Goodkind,2001
140284125,The Inimitable Jeeves ,P.G. Wodehouse,1923
380842939,Sacajawea,Anna Lee Waldo,1978
356508366,The Obelisk Gate,N.K. Jemisin,2016
345534182,Circling the Sun,Paula McLain,2015
670023485,Shadow of Night,Deborah Harkness,2012
743243781,Teacher Man,Frank McCourt,2005
1581344988,Don't Waste Your Life,John Piper,2003
375508325,Cosmos,Carl Sagan,1980
99297701,Hannibal,Thomas Harris,1999
045146317X,Changes,Jim Butcher,2010
140183523,Kim,"Rudyard Kipling, Edward Said",1901
739453823,Black Rose,Nora Roberts,2005
1596435712,Promised,Caragh M. O'Brien,2012
096319254X,Memnoch The Devil,Anne Rice,1995
553588451,Full Moon Rising,Keri Arthur,2006
159420571X,Everything I Never Told You,Celeste Ng,2014
1581345275,Piercing the Darkness,Frank E. Peretti,1989
1595143971,Across the Universe,Beth Revis,2011
307262995,Nature Girl,Carl Hiaasen,2006
60562536,Scandal in Spring,Lisa Kleypas,2006
312642970,Cress,Marissa Meyer,2014
1416938745,Assholes Finish First,Tucker Max,2008
743418174,Good in Bed,Jennifer Weiner,2001
451227190,Carpe Corpus,Rachel Caine,2009
689806981,Tears of a Tiger,Sharon M. Draper,1994
067122350X,Eloise,"Kay Thompson, Hilary Knight",1955
451076451,Rage,"Richard Bachman, Stephen King",1977
385494246,Amsterdam,Ian McEwan,1998
071483355X,The Story of Art,E.H. Gombrich,1950
230706150,Hell's Corner ,David Baldacci,2010
8188575704,I Too Had A Love Story,Ravinder Singh,2007
141185260,Pale Fire,Vladimir Nabokov,1962
160096527X,Orthodoxy,G.K. Chesterton,1908
439568412,One Day at Horrorland,R.L. Stine,1994
316196991,The House of Silk,Anthony Horowitz,2011
345548515,Staked,Kevin Hearne,2016
553589385,Kiss of Crimson ,Lara Adrian,2007
743296788,The Cold Moon,Jeffery Deaver,2006
375851798,The Spectacular Now,Tim Tharp,2008
571212921,A Beautiful Mind,Sylvia Nasar,1998
99417472,In the Night Kitchen,Maurice Sendak,1970
037570387X,The Autograph Man,Zadie Smith,2002
451466802,The Aeronaut's Windlass ,Jim Butcher,2015
316393878,The Wonder,Emma Donoghue,2016
054762834X,Grave Mercy,Robin LaFevers,2012
988573229,Truce,R.L. Mathewson,2013
375840400,Eldest,Christopher Paolini,2005
62280562,Tampa,Alissa Nutting,2013
345396936,Cry to Heaven,Anne Rice,1982
440241022,One Shot,Lee Child,2005
307279952,A Simple Plan,Scott B. Smith,1993
61493341,Telegraph Avenue,Michael Chabon,2012
743289684,Infidel,Ayaan Hirsi Ali,2006
312385188,Prayers for Sale,Sandra Dallas,1997
60774126,Bite Me If You Can,Lynsay Sands,2007
1599901676,Forest Born,Shannon Hale,2009
64472779,All-American Girl,Meg Cabot,2002
312979975,Fantasy Lover,Sherrilyn Kenyon,2002
449225151,A Place Called Freedom,Ken Follett,1995
758272820,Spark,Brigid Kemmerer,2012
553269216,Rainbow Valley,L.M. Montgomery,1919
671876813,Flag in Exile,David Weber,1995
525421033,If I Stay,Gayle Forman,2009
743449673,Shock Wave,Clive Cussler,1996
1573225517,High Fidelity,Nick Hornby,1995
425273865,Captivated by You,Sylvia Day,2014
316159794,Cross,James Patterson,2006
767905202,Mr Maybe,Jane Green,1999
802120202,Alif the Unseen,G. Willow Wilson,2012
425189864,Mortal Prey,John Sandford,2002
553588079,Gone,Lisa Gardner,2006
312370830,Elle s'appelait Sarah,Tatiana de Rosnay,2007
6174426,Windmills of the Gods,Sidney Sheldon,1987
385339100,The Partner,John Grisham,1997
345505697,Mystery,Jonathan Kellerman,2011
765310023,Deadhouse Gates,Steven Erikson,2000
743437810,The Vanished Man,Jeffery Deaver,2003
1400047463,The Double Bind,Chris Bohjalian,2007
375870415,Unspoken,Sarah Rees Brennan,2012
60890681,The Last Anniversary,Liane Moriarty,2006
042521575X,Visions of Heat,Nalini Singh,2007
399256601,The Name of the Star,Maureen Johnson,2011
61706558,I'd Know You Anywhere,Laura Lippman,2010
451167805,Firestarter,Stephen King,1980
752898477,An Echo in the Bone,Diana Gabaldon,2009
1682305066,Twisted Palace,Erin Watt,2016
812996089,Miller's Valley,Anna Quindlen,2016
553297260,Darkness,John Saul,1991
1841493139,The Magicians' Guild,Trudi Canavan,2001
747589372,Restless,William  Boyd,2006
330339184,The Informers,Bret Easton Ellis,1994
553582755,One Door Away from Heaven,Dean Koontz,2001
671011375,Death du Jour,Kathy Reichs,1999
679889175,First Test,Tamora Pierce,1999
1439199353,The Boston Girl,Anita Diamant,2014
307381463,Nefertiti,Michelle Moran,2007
446692638,Along Came a Spider,James Patterson,1993
1595143068,Last Sacrifice ,Richelle Mead,2010
61935123,Hidden,Sophie Jordan,2012
340863684,Tortured for Christ,Richard Wurmbrand,1940
142401765,Keeping the Moon,Sarah Dessen,1999
679736379,Sophie's Choice,William Styron,1979
62363239,A Head Full of Ghosts,Paul Tremblay,2015
61779814,The Body Finder,Kimberly Derting,2010
821780654,Jacob,Jacquelyn Frank,2006
087923573X,Swallows and Amazons,Arthur Ransome,1930
1501100130,Finders Keepers,Stephen King,2015
1484705270,Every Last Word,Tamara Ireland Stone,2015
312864590,Crossroads of Twilight,Robert Jordan,2003
736693416,The Elfstones Of Shannara,Terry Brooks,1982
671796666,The Jordan Rules,"Sam Smith, Doug Grud",1992
1416995587,We'll Always Have Summer,Jenny Han,2011
446556246,WAR,Sebastian Junger,2010
330487191,A House for Mr. Biswas,V.S. Naipaul,1961
1250010691,Necessary Lies,Diane Chamberlain,2013
1423109600,The Pigeon Wants a Puppy!,Mo Willems,2008
345366239,The Eight,Katherine Neville,1988
99642611,The Fourth Protocol,Frederick Forsyth,1984
374515360,The Complete Stories,Flannery O'Connor,1971
140911399X,A Week in Winter,Maeve Binchy,2012
446556823,Ecstasy Unveiled,Larissa Ione,2010
446676071,Message in a Bottle,Nicholas Sparks,1998
439228905,Black Beauty,Anna Sewell,1877
074327041X,Protect and Defend,Vince Flynn,2007
615417175,Providence,Jamie McGuire,2010
6472613,Master of the Game,Sidney Sheldon,1982
1416914285,City of Bones,Cassandra Clare,2007
439498821,Finding Cassie Crazy,Jaclyn Moriarty,2003
1476770387,Revival,Stephen King,2014
552152943,Moving Pictures,Terry Pratchett,1990
356502023,The Crimson Campaign,Brian  McClellan,2014
749955910,Celebrity in Death,J.D. Robb,2012
451230647,Twice Bitten ,Chloe Neill,2010
679732187,"Absalom, Absalom!",William Faulkner,1936
749928999,Kindred in Death ,J.D. Robb,2009
345418530,"Ogre, Ogre (Xanth, #5)",Piers Anthony,1982
1439148503,Under the Dome,Stephen King,2009
618562036,Empress Orchid,Anchee Min,2003
62282719,Bad Feminist ,Roxane Gay,2014
743426800,Inca Gold,Clive Cussler,1994
140003065X,A Fine Balance,Rohinton Mistry,1996
486452433,Jude the Obscure,Thomas Hardy,1895
1903434777,Herr der Diebe,Cornelia Funke,2000
345476999,The Mephisto Club,Tess Gerritsen,2006
399158022,Red Mist,Patricia Cornwell,2011
044101125X,The Other Wind,Ursula K. Le Guin,2001
1416989412,"Hush, Hush",Becca Fitzpatrick,2009
765375869,Lock In,John Scalzi,2014
547576722,We the Animals,Justin Torres,2011
1416503811,Heartbreaker,Julie Garwood,2000
435233076,Death of a Salesman,Arthur Miller,1949
1582344159,Hey Nostradamus!,Douglas Coupland,2003
142998192X,Everlasting,Alyson Noel,2011
312655479,How the Light Gets In,Louise Penny,2013
1250022061,The Long Way Home,Louise Penny,2014
811202054,Collected Poems,Dylan Thomas,1952
140283307,White Noise,Don DeLillo,1985
038572179X,Atonement,Ian McEwan,2001
399256504,Shelter,Harlan Coben,2011
525421351,Tenth Grade Bleeds,Heather Brewer,2009
006232540X,Depraved Heart,Patricia Cornwell,2015
1416580948,Kiss of a Demon King ,Kresley Cole,2009
312380755,Think Twice,Lisa Scottoline,2010
61783161,Eternal Kiss of Darkness,Jeaniene Frost,2010
778313654,One Breath Away,Heather Gudenkauf,2012
1937053415,Elixir,Jennifer L. Armentrout,2012
1416905855,Chains,Laurie Halse Anderson,2008
1400041201,Heat,Bill Buford,2006
074345300X,Bare Bones,Kathy Reichs,2003
679767959,Heartburn,Nora Ephron,1983
553579754,Fear Nothing ,Dean Koontz,1998
590224735,Kristy's Great Idea,Ann M. Martin,1986
345463153,The Fourth Hand,John Irving,2001
752876821,Evening Class,Maeve Binchy,1996
440244447,Midnight Rising,Lara Adrian,2008
1452440026,Barely Breathing,Rebecca Donovan,2012
451463072,Blood Cross,Faith Hunter,2010
375826696,Eragon,Christopher Paolini,2002
425093255,Five Little Pigs,Agatha Christie,1942
1442423684,UnWholly,Neal Shusterman,2012
61231428,Altar of Eden,James Rollins,2009
1612130585,Fifty Shades Darker,E.L. James,2011
374346674,Love Letters to the Dead,Ava Dellaira,2014
60888628,The Lords of the North,Bernard Cornwell,2006
553590154,Dime Store Magic,Kelley Armstrong,2004
451461525,Claimed By Shadow,Karen Chance,2007
62103733,Unraveling,Elizabeth Norris,2012
1612130291,Fifty Shades of Grey,E.L. James,2011
747263744,American Gods,Neil Gaiman,2001
1416983309,Tilt,Ellen Hopkins,2012
812968069,Snow Flower and the Secret Fan,Lisa See,2005
743294378,Bones to Ashes,Kathy Reichs,2007
451233328,Hard Bitten,Chloe Neill,2011
812550757,Speaker for the Dead,Orson Scott Card,1986
785100490,Marvels,"Kurt Busiek, Alex Ross",1993
076534825X,Spin,Robert Charles Wilson,2005
1405910216,On the Island,Tracey Garvis-Graves,2011
1439152780,The Distant Hours,Kate Morton,2010
60837640,Jinx,Meg Cabot,2007
307270742,Commencement,J. Courtney Sullivan,2009
446676438,When the Wind Blows,James Patterson,1998
316196487,Perfect Shadow,Brent Weeks,2011
000711933X,Death in the Clouds,Agatha Christie,1935
525953086,Fear Nothing,Lisa Gardner,2014
307700313,Some Luck,Jane Smiley,2014
99244721,Timeline,Michael Crichton,1999
097496090X,The Dead,James Joyce,1914
61015733,State of Fear,Michael Crichton,2004
1594488398,The Interestings,Meg Wolitzer,2013
778314189,Scent of Magic,Maria V. Snyder,2012
394758285,The Big Sleep,Raymond Chandler,1939
60519134,Savannah Blues,Mary Kay Andrews,2002
670026611,The Girl You Left Behind,Jojo Moyes,2012
571199976,Proof: A Play,David Auburn,2000
752852612,Red Harvest,Dashiell Hammett,1929
671522817,Braveheart,Randall Wallace,1995
99437961,Lullaby,Chuck Palahniuk,2002
771068719,The English Patient,Michael Ondaatje,1992
9793210605,Hafalan Shalat Delisa,Tere Liye,2005
1476730105,Beautiful Bastard,Christina Lauren,2013
316230812,We Need New Names,NoViolet Bulawayo,2013
385535144,The Racketeer,John Grisham,2012
586057242,The Complete Robot,Isaac Asimov,1982
670076082,Froi of the Exiles,Melina Marchetta,2011
1101883073,Lilac Girls,Martha Hall Kelly,2016
006212255X,The one I left behind,Jennifer McMahon,2013
1416927247,Divine Madness,Robert Muchamore,2006
441017800,On the Edge,Ilona Andrews,2009
60739495,Walk Two Moons,Sharon Creech,1994
385342047,Mini Shopaholic,Sophie Kinsella,2010
440221668,The Fiery Cross,Diana Gabaldon,2001
804140413,Food: A Love Story,Jim Gaffigan,2014
074347418X,Ransom,Julie Garwood,1999
345476131,The Third Secret,Steve Berry,2005
515121495,The List,Steve Martini,1997
60727217,The Black Lyon,Jude Deveraux,1980
771064861,Dear Life,Alice Munro,2012
425182134,Hammer of the Gods,Stephen Davis,1985
61176109,Power of Art,Simon Schama,2006
345915593,The World According to Garp,John Irving,1978
162704017X,Fixed on You,Laurelin Paige,2013
380792648,Subterranean,James Rollins,1999
451233182,Bite Club,Rachel Caine,2011
385533411,Solar,Ian McEwan,2010
1620610094,Opal,Jennifer L. Armentrout,2012
764224735,The Shunning,Beverly  Lewis,1997
1568650957,The Doomsday Conspiracy,Sidney Sheldon,1991
62072064,Through the Ever Night,Veronica Rossi,2013
307377040,Netherland,Joseph O'Neill,2008
425147584,Debt of Honor,Tom Clancy,1994
449214729,The Guns of Navarone,Alistair MacLean,1957
399156585,The Rembrandt Affair,Daniel Silva,2010
1857231384,Consider Phlebas,Iain M. Banks,1987
345519477,In Bed with a Highlander,Maya Banks,2011
618750436,The Lemonade War,Jacqueline Davies,2007
575088877,The Quantum Thief,Hannu Rajaniemi,2010
1416979182,Gone ,Lisa McMann,2010
345471172,On Mystic Lake,Kristin Hannah,1999
439568455,Stay Out of the Basement,R.L. Stine,1992
446500046,Kushiel's Mercy,Jacqueline Carey,2001
141439580,Emma,"Jane Austen, Fiona Stafford",1815
1451655789,Hothouse Flower,Lucinda Riley,2010
385733143,Small Steps,Louis Sachar,2006
375869026,Wonder,R.J. Palacio,2012
486424588,Women in Love,D.H. Lawrence,1920
553383051,Fevre Dream,George R.R. Martin,1982
856761222,Arsenic and Old Lace,Joseph Kesselring,1939
61134104,Bruiser,Neal Shusterman,2010
679436545,Taltos,"Anne Rice, Tim Curry",1994
312997191,Summer People,Elin Hilderbrand,2003
156512569X,Mudbound,Hillary Jordan,2008
152047387,So You Want to Be a Wizard,Diane Duane,1983
034549038X,The Dante Club,Matthew Pearl,2003
61573132,Bright Shiny Morning,James Frey,2008
425256227,Magic Breaks,Ilona Andrews,2014
340640146,Rose Madder,Stephen King,1995
451526570,Heart of Darkness,Joseph Conrad,1910
006074815X,Storm Island,Ken Follett,1978
553278029,A Great Deliverance,Elizabeth  George,1988
031237982X,Hunted,"P.C. Cast, Kristin Cast",2009
752865331,The Maltese Falcon,Dashiell Hammett,1930
385539088,China Rich Girlfriend,Kevin Kwan,2015
1595547169,Fireproof,Eric Wilson,2008
553268929,The Great Santini,Pat Conroy,1976
312934343,Dark Side of the Moon,Sherrilyn Kenyon,2006
